,textID,text,len,clean
9868,0f1d624679,"Man, finishing 'Operation Anchorage' sure gives you an unfair advantage, loot-wise... I love the stealth field suit and Gauss rifle",20,man  finish  operation anchorage  sure give unfair advantage  loot  wise  love stealth field suit gauss rifle
9869,17cbb1d45e,just had cheese on toast with ham (: about to get ready to go to LONDON!,16,cheese toast ham  get ready go london 
9870,d48b6ff342,Received our first bit of spam from Twitter - not sure how to feel that the 'sanctity' of our conversation has been tainted.,23,receive first bit spam twitter  sure feel  sanctity  conversation taint 
9871,d1904f75d3,tomorrow He`ll gone to new home...I was Born single(our little puppy of basset hound),14,tomorrow go new home  bear singleour little puppy basset hound 
9872,3da72bac3f, thanks got it will contact you if i am having troubles!Thanks,11,thank get contact troublesthank
9873,51982c19c6,_lu I must be getting old and bent: that is the second thing you`ve said in the last couple of days that has not really been a turnon,28, lu must get old bent  second thing say last couple day really turnon
9874,a71dd67cf9," Exactly! Well, I`m off to pick my sister up. Speak laters! Enjoy your afternoon of pub and shelving!! lol ****",20,exactly  well  pick sister  speak later  enjoy afternoon pub shelving   lol    
9875,b3ca108957,i lost one of my best friends iï¿½m sooo sad,10,lose one good friend iï¿½m sooo sad
9876,551d0ac750,Well hopefully I`ll see you both   at the conference,9,well hopefully see    conference
9877,89b11fe37c, hahah no not that valley. that`s cool valley. texas valley. like...rio grande valley. ahhaha i wish i lived in california valley,21,hahah valley  cool valley  texas valley  like  rio grande valley  ahhaha wish live california valley
9878,6f6f3a42d2,Hey #socialmediatv ugh no way to do video>blah {pouts}   (Social Media TV live > http://ustre.am/2NjV),15,hey  socialmediatv ugh way video  blah  pout      social media tv live   
9879,81a05efb02,I`am back to Tweetie 1.1.1.,5,iam back tweetie  
9880,44cc3c7759,_Laurie my thoughts rae with you and your family,9, laurie thought rae family
9881,9009cd3ede,"  ive been trying to get over her for years, its so hard to move on, when youre so in love..it sucks",21,try get year  hard move  love  suck
9882,251471ba64,"Mom asking if I`m feeling better after dargah visit. Dad swears he sees +ve 'change'.  I am amused.   But yeah, still depressed",22,mom ask feel well dargah visit  dad swear see   change     amuse     yeah  still depressed
9883,a20e7cd9a1,Gonna go watch Jackson`s band play and then going to the band after party,14,go go watch jackson band play go band party
9884,375ed25e78, Did find it weird as I think u gave me a ff recommendation too. All sorted then. I can vote for legalisation of pot too if u want,28,find weird think give ff recommendation  sort  vote legalisation pot want
9885,c114d68acc, whoa steady there mate don`t fall down,7,whoa steady mate fall
9886,2339e54982, I wish I was in London to see you. It`s like my biggest dream to meet you  iloveyouuu <3,19,wish london see  like big dream meet   iloveyouuu 
9887,8a24c189a8,Is leaving Utah today  Super Sad Face,7,leave utah today   super sad face
9888,fc54acb86f, that sux  but mayb 4 the btr u nvr know,10,suck   mayb  btr nvr know
9889,cd378b09d0,Not to mention hw fat ima get frm wrk n here.,11,mention hw fat get frm wrk n 
9890,dd5f411254,Gettin home frm hangin with Herman,6,gettin home frm hangin herman
9891,3671b52421,Hey  Bye Bye  was fun too   (robluketic live > http://ustre.am/2w5v),10,hey   bye bye   fun     robluketic live   
9892,4f3d3b5163, thanks for trying,3,thank try
9893,e8f2e5bb9d,"Hey Fused Gaming, FusedGaming Forums have been delayed until 9PM PT/12AM ET tonight... sorry   (abean2007 live > http://ustre.am/1ntp)",18,hey fuse gaming  fusedgaming forums delay pm ptam et tonight  sorry     abean live   
9894,a9ad70e960,death cab for cutie and slouchy barets  its a good way to start the day.,15,death cab cutie slouchy baret   good way start day 
9895,665e5fb348," Hehe. I have the ZSG. Should probably go over it again. Also, Mike has moved up to Orillia, so his arsenal isn`t so available.",24,hehe  zsg  probably go  also  mike move orillia  arsenal available 
9896,5af0e5787e,I always forget how much fun kyle is!,8,always forget much fun kyle 
9897,b08964cf19,I feel like I need to catch up on twitter haven`t done much of it this weekend!,17,feel like need catch twitter much weekend 
9898,5ecf739b3f, this will make you feel better. Will down a cocktail or 2 in your honour. Now get retorting  http://twitpic.com/4j91r,19,make feel well  cocktail  honour  get retort   
9899,c24d9b48e6,wishes all you moms a happy & blessed Mother`s Day!,10,wish mom happy  bless mother day 
9900,bcbbb023a3,Someone make me a cofffeeeeeee......,5,someone make cofffeeeeeee 
9901,7304f0e3e5,this hot day is making me tired,7,hot day make tired
9902,65cb1e8ed1,is updating you LIVE from Benihana of Tokyo in Waikiki  Happy Birthday Mark!!!,13,update live benihana tokyo waikiki   happy birthday mark   
9903,58f913003c,Time to get educated  Hope you all are off for a great start on this Monday morning,17,time get educate   hope great start monday morning
9904,972107b366,just said goodbye to the younger bro.  #misshimalready,8,say goodbye young bro     misshimalready
9905,8c32aab25f, You Got Twitter! Yayy  ****,5,got twitter  yayy      
9906,f2fdc74ae6," You are a dope mom too! Love you too!!! Now stop drinking the mom juice, stop twittering and get some rest!",21,dope mom  love    stop drink mom juice  stop twitter get rest 
9907,fc3b643847,"Beer, garden, IPOD, Friday night, shame I`ve got to work tomorrow",11,beer  garden  ipod  friday night  shame get work tomorrow
9908,df10d3b9ae,having my hair dyed today  ugh im bored. still tired from friday lol. swear down bossman ;),17,hair dye today   ugh bored  still tired friday lol  swear bossman 
9909,50e4529239, Hi Ok i hope its head comes out of the clouds for you> i love Meadowbank shopping center,18,hi ok hope head come cloud  love meadowbank shopping center
9910,34190588e5,"yoga for school, what could be better?",7,yoga school  could well 
9911,efb4080b1a,Off To The Movies With Abby (Who I Have Not Seen In FOREVER) To See Star Trek. L8er Twitter Folk,20,movie abby  see forever  see star trek  ler twitter folk
9912,1fb43d9297, I so dont  And wtf. Whatthefuck. REALLY? Really? Are they trying to kill me? But i might be... Depends...,19,  wtf  whatthefuck  really  really  try kill  may  depend 
9913,432bb65127," Oh man, that sucks  I`m sorry, doll.",7,oh man  suck   sorry  doll 
9914,4e130ffdc7,awww bless her. she made me cry,7,awww bless  make cry
9915,233197e487,Is now crying  Omg I am fed up with this pain !!!,12,cry   omg feed pain   
9916,25abe9ed4f,Pissed I  fell asleep before I pushed `record` and missed !!,11,piss   fall asleep push  record  miss  
9917,265d927602, we miss you,3,miss
9918,9c60e709a0," http://twitpic.com/3goxn - yes , everybody love you. i`m a german Fan. Follow me !",14,  yes  everybody love  german fan  follow 
9919,8ac799ad4e,looking forward to seeing the relatives... maybe home from Toronto soon,11,look forward see relative  maybe home toronto soon
9920,b69d9e539d," umm well i only go to house clubs and i never go to north beach so.no idea, sorry  been out 1x there 2 a now defunctlesi club",27,umm well go house club never go north beach sono idea  sorry   x  defunctlesi club
9921,eb6b10b090,is alone  ! watch a lot of DVD on my laptop !!!,12,alone    watch lot dvd laptop   
9922,47e10c7c56, your lisa rogers carpool is now my alltime fave!! Good work!!,11,lisa rogers carpool alltime fave   good work  
9923,892119c199,MY PUFFFFY IS LEAVINGGGGGGG  NOOOOOOOOO,5,puffffy leavinggggggg   nooooooooo
9924,d8efea846d,Trying to figure out how to use Twitter.......I`m old,9,try figure use twitter  old
9925,82555ea474,morning everyone!,2,morning everyone 
9926,e9a2976090, seen that!  hopefully ebay replacement  will work for you!  but take it to bits anyway! lol,16,see    hopefully ebay replacement   work    take bit anyway  lol
9927,9e11e44604, checked with the hubster and I think we`ll pass -- feeling too lazy to caravan after running around with our friends.,21,check hubster think pass  feel lazy caravan run around friend 
9928,1fe10d2ca0,to the doctor  anyone wanna do somethin after for a bit?,11,doctor   anyone want something bit 
9929,14764fb41b,best part of notting hill is on!!  'daft prick' haha love it.,12,good part notting hill      daft prick  haha love 
9930,293154dcb0,  I try pretty hard to engage everyone I follow! Some of them lack interesting **** to say so they end up unfollowed,22,try pretty hard engage everyone follow  lack interesting     say end unfollowed
9931,e11cf41dd4,"Forgot an EC2 machine running for 15 days, and got a $35 bill. Amazon teaches you to get organized for a fair price",23,forgot ec machine run  day  get   bill  amazon teach get organize fair price
9932,f07d7525d5,I miss Cary and want to drink some chocolate milk with him.,12,miss cary want drink chocolate milk 
9933,ca7b95a43f,grecia! its between mood & party! i wanna see him lol but we are going out fershure.,17,grecia  mood  party  want see lol go fershure 
9934,424cb71f5a, love the song and liked the movie,7,love song like movie
9935,d73a953322, guys why did paranoid drop out of the countdown?? thats so not fair  iv voted heaps for it!!!!!,18,guy paranoid drop countdown   fair   iv vote heap     
9936,a6bd185f25,it`s nice to see my #euruko pictures (http://twurl.cc/xd1) on the big screen during a conference break,16,nice see  euruko picture    big screen conference break
9937,248d076409, you need to share the h/w love! Some of us are still rocking 2008`s gear.,15,need share h  w love  still rock  gear 
9938,5d6c718979,y must i hve graduation practice...all im gonna is walk,10,must hve graduation practice  go walk
9939,9a48e5faf2,need a break...my head hurts,5,need break  head hurt
9940,a6f4e1c77e,i wanna move back to Pennsylvania,6,want move back pennsylvania
9941,65985bdb35, no you dont,3,
9942,2d420214f4, I know! But I still want to see it,9,know  still want see
9943,4c37341135,hampa hatiku,2,hampa hatiku
9944,8b9c2a5e50,listening to music  was kostet der fisch ?! xD my mathsteacher has choose the wrong job... that`s wrong grammar but a real fact !!,24,listen music   kostet der fisch   xd mathsteacher choose wrong job  wrong grammar real fact  
9945,dbf11e3d70," Im sorry  I don`t think I stick out, at least compared to what I used to look like.",18,sorry   think stick  least compare use look like 
9946,87bc414445," great day? Woman, did you NOTICE the smile that never disappeared off my face? Ha, Murray... All cos of you, I owe you",23,great day  woman  notice smile never disappear face  ha  murray  cos  owe
9947,23fe4acb90, Will try to make it there at 6:30pm,8,try make pm
9948,1121c78b0c,off to bed with my sore ****,7,bed sore    
9949,3f954203e6,Fishing on WoW while listening to ska on Pandora. Such a lazy Sunday morning,14,fish wow listen ska pandora  lazy sunday morning
9950,f2a177bbf8,"Im going to go to bed again, ear (both) infection, I am completely dizzy, yyyyuck! My stomach is hurting too  Peace-out loves",22,go go bed  ear   infection  completely dizzy  yyyyuck  stomach hurt   peace  love
9951,5399d6cddd,Where art thou ? I miss you!,7,art thou  miss 
9952,75194b7e8b,annoyed the #ppt didn`t save my changes.  When I explicitly saved.,11,annoy  ppt save change    explicitly save 
9953,951f82ea22,hates typing on a mac. wishing that i`ll be done my english essay soon.  sleeeepy,15,hates type mac  wish english essay soon    sleeeepy
9954,14aaecc740, yes. Yes you will.,4,yes  yes 
9955,b708eeef73,"Hello everybody!  I`m back on the job, back from the children camp (someone had to look after my sis` pupils)... and totally exhausted",23,hello everybody    back job  back child camp  someone look sis  pupil   totally exhausted
9956,9499e34212, How cool is that!   Thank you so much!   luv it!,10,cool     thank much     love 
9957,18b2bd5f0f," ouch!! Applied Ec over the summer? And no graduation, then?  *hug*",11,ouch   applied ec summer  graduation      hug 
9958,b12eeadc7a,left my phone at home and wont get it back till 4am. dont call me!!,15,left phone home get back till   call  
